tourney_id,tourney_name,tourney_spectators,year
2016-W-C10-TUR-21A-2016/10/antalya $10k,Antalya $10K,3347,2016
2016-W-C10-TUR-01A-2016/10/antalya $10k,Antalya $10K,3343,2016
2016-W-C10-BRA-01A-2016/10/sao jose do rio preto $10k,Sao Jose Do Rio Preto $10K,3340,2016
2016-W-C10-TUN-04A-2016/10/hammamet $10k,Hammamet $10K,3339,2016
2016-W-C50-FRA-04A-2016/50/saint malo $50k,Saint Malo $50K,3337,2016
2016-0375/A/montpellier,Montpellier,3328,2016
2016-6116/A/atlanta,Atlanta,3326,2016
2016-W-C100-CHN-03A-2016/100/shenzhen $100k,Shenzhen $100K,3325,2016
2016-W-C10-CHN-01A-2016/10/nanjing $10k,Nanjing $10K,3325,2016
2016-W-C10-NED-04A-2016/10/oldenzaal $10k,Oldenzaal $10K,3324,2016
2016-W-C10-EGY-40A-2016/10/sharm el sheikh $10k,Sharm El Sheikh $10K,3319,2016
2016-W-C10-ISR-06B-2016/10/kiryat gat $10k,Kiryat Gat $10K,3317,2016
2016-W-C10-EGY-30A-2016/10/sharm el sheikh $10k,Sharm El Sheikh $10K,3317,2016
2016-W-C10-AUT-03A-2016/10/graz $10k,Graz $10K,3315,2016
2016-0406/I/strasbourg,Strasbourg,3308,2016
2016-W-C10-CRO-07A-2016/10/bol $10k,Bol $10K,3301,2016
2016-W-C25-HUN-04A-2016/25/hodmezovasarhely $25k,Hodmezovasarhely $25K,3300,2016
2016-0308/A/munich,Munich,3300,2016
2016-W-C10-TUR-39A-2016/10/antalya $10k,Antalya $10K,3298,2016
2016-W-C10-ESP-03A-2016/10/tarragona $10k,Tarragona $10K,3297,2016
2016-W-C10-ESP-09A-2016/10/el espinar segovia $10k,El Espinar Segovia $10K,3296,2016
2016-2278/C/taipei ch,Taipei CH,3296,2016
2016-1741/C/busan ch,Busan CH,3291,2016
2016-W-C10-CRO-06A-2016/10/vinkovci $10k,Vinkovci $10K,3289,2016
2016-0600/C/prague ch,Prague CH,3289,2016
2016-W-C10-EGY-15A-2016/10/sharm el sheikh $10k,Sharm El Sheikh $10K,3288,2016
2016-W-C25-TUN-01A-2016/25/la marsa $25k,La Marsa $25K,3287,2016
2016-6313/C/shanghai ch,Shanghai CH,3287,2016
2016-0500/A/halle,Halle,3279,2016
2016-W-C100-FRA-04A-2016/100/biarritz $100k,Biarritz $100K,3277,2016
2016-W-C10-CRO-04A-2016/10/bol $10k,Bol $10K,3276,2016
2016-W-C25-CHN-02A-2016/25/nanning $25k,Nanning $25K,3275,2016
2016-W-C10-EGY-41A-2016/10/sharm el sheikh $10k,Sharm El Sheikh $10K,3271,2016
2016-0315/A/newport,Newport,3269,2016
2016-W-C10-POL-03A-2016/10/puszczykowo $10k,Puszczykowo $10K,3268,2016
2016-W-C10-CRO-06B-2016/10/bol $10k,Bol $10K,3268,2016
2016-W-C25-ITA-02A-2016/25/caserta $25k,Caserta $25K,3268,2016
2016-W-C25-USA-07A-2016/25/naples fl $25k,Naples FL $25K,3265,2016
2016-W-C10-ESP-16B-2016/10/telde $10k,Telde $10K,3265,2016
2016-6250/C/barranquilla ch,Barranquilla CH,3260,2016
2016-W-C10-GRE-02A-2016/10/heraklion $10k,Heraklion $10K,3259,2016
2016-W-C10-POL-01A-2016/10/warsaw $10k,Warsaw $10K,3256,2016
2016-W-C100-FRA-02A-2016/100/marseille $100k,Marseille $100K,3256,2016
2016-W-C10-POR-01A-2016/10/oeiras $10k,Oeiras $10K,3255,2016
2016-7235/C/drummondville ch,Drummondville CH,3255,2016
2016-W-C25-AUS-08A-2016/25/brisbane $25k,Brisbane $25K,3251,2016
2016-W-C10-SRB-03A-2016/10/prokuplje $10k,Prokuplje $10K,3251,2016
2016-W-C10-EGY-33A-2016/10/sharm el sheikh $10k,Sharm El Sheikh $10K,3244,2016
2016-W-C10-TUR-26A-2016/10/antalya $10k,Antalya $10K,3244,2016
2016-W-C10-TUN-20A-2016/10/hammamet $10k,Hammamet $10K,3243,2016
2016-W-C10-ESP-05A-2016/10/madrid $10k,Madrid $10K,3241,2016
2016-7027/C/nanchang ch,Nanchang CH,3234,2016
2016-W-C50-FRA-02A-2016/50/croissy beaubourg $50k,Croissy Beaubourg $50K,3233,2016
2016-W-C50-GBR-03A-2016/50/ilkley $50k,Ilkley $50K,3232,2016
2016-6284/C/guadalajara ch,Guadalajara CH,3231,2016
2016-0311/A/queen's club,Queen's Club,3229,2016
2016-W-C100-JPN-01A-2016/100/tokyo $100k,Tokyo $100K,3228,2016
2016-W-C10-NOR-02A-2016/10/oslo $10k,Oslo $10K,3225,2016
2016-W-C25-AUS-04A-2016/25/mildura $25k,Mildura $25K,3224,2016
2016-1080/I/nottingham,Nottingham,3222,2016
2016-W-C25-GER-02A-2016/25/wiesbaden $25k,Wiesbaden $25K,3221,2016
2016-1041/I/kuala lumpur,Kuala Lumpur,3221,2016
2016-W-C50-USA-04A-2016/50/charlottesville va $50k,Charlottesville VA $50K,3220,2016
2016-6055/C/charlottesville ch,Charlottesville CH,3220,2016
2016-7664/C/columbus ch,Columbus CH,3215,2016
2016-W-C10-ESP-17A-2016/10/vinaros $10k,Vinaros $10K,3214,2016
2016-0228/C/winnetka ch,Winnetka CH,3213,2016
2016-W-C10-GBR-02A-2016/10/sunderland $10k,Sunderland $10K,3212,2016
2016-W-C10-SWE-02A-2016/10/bastad $10k,Bastad $10K,3212,2016
2016-W-C10-GRE-06A-2016/10/heraklion $10k,Heraklion $10K,3212,2016
2016-W-C25-KAZ-01A-2016/25/astana $25k,Astana $25K,3211,2016
2016-W-C10-USA-02A-2016/10/orlando fl $10k,Orlando FL $10K,3207,2016
2016-0717/A/houston,Houston,3200,2016
2016-W-C25-BEL-02A-2016/25/westende $25k,Westende $25K,3199,2016
2016-0319/A/kitzbuhel,Kitzbuhel,3195,2016
2016-W-C10-GER-04A-2016/10/ismaning $10k,Ismaning $10K,3191,2016
2016-W-C10-TUN-29A-2016/10/hammamet $10k,Hammamet $10K,3189,2016
2016-3834/C/izmir ch,Izmir CH,3188,2016
2016-1607/C/banja luka ch,Banja Luka CH,3187,2016
2016-W-C10-EGY-47A-2016/10/cairo $10k,Cairo $10K,3186,2016
2016-W-C25-AUS-05A-2016/25/canberra $25k,Canberra $25K,3185,2016
2016-W-C50-FRA-01A-2016/50/andrezieux boutheon $50k,Andrezieux Boutheon $50K,3184,2016
2016-W-C25-GEO-04A-2016/25/telavi $25k,Telavi $25K,3184,2016
2016-W-C10-TUN-02A-2016/10/hammamet $10k,Hammamet $10K,3183,2016
2016-W-C25-JPN-02B-2016/25/kofu $25k,Kofu $25K,3183,2016
2016-W-C75-USA-03A-2016/75/indian harbour beach fl $75k,Indian Harbour Beach FL $75K,3180,2016
2016-0495/A/dubai,Dubai,3179,2016
2016-W-C25-RUS-01A-2016/25/moscow $25k,Moscow $25K,3175,2016
2016-1024/I/seoul,Seoul,3170,2016
2016-0670/C/binghamton ch,Binghamton CH,3169,2016
2016-W-C10-THA-02A-2016/10/hua hin $10k,Hua Hin $10K,3169,2016
2016-7397/C/kobe ch,Kobe CH,3168,2016
2016-W-C50-CAN-03A-2016/50/saguenay $50k,Saguenay $50K,3166,2016
2016-W-C50-GER-05A-2016/50/essen $50k,Essen $50K,3166,2016
2016-W-C25-IND-02A-2016/25/new delhi $25k,New Delhi $25K,3164,2016
2016-W-C25-UZB-01A-2016/25/karshi $25k,Karshi $25K,3164,2016
2016-W-C10-UKR-02A-2016/10/bucha $10k,Bucha $10K,3163,2016
2016-W-C10-USA-05A-2016/10/charleston sc $10k,Charleston SC $10K,3162,2016
2016-W-C10-INA-02A-2016/10/jakarta $10k,Jakarta $10K,3162,2016
2016-1039/I/monterrey,Monterrey,3155,2016
2016-W-C25-SUI-01A-2016/25/chiasso $25k,Chiasso $25K,3148,2016
2016-W-C75-USA-04A-2016/75/albuquerque nm $75k,Albuquerque NM $75K,3145,2016
2016-0460/C/heilbronn ch,Heilbronn CH,3145,2016
2016-W-C10-THA-04A-2016/10/hua hin $10k,Hua Hin $10K,3145,2016
2016-W-C10-AZE-03A-2016/10/baku $10k,Baku $10K,3143,2016
2016-5049/C/caltanissetta ch,Caltanissetta CH,3140,2016
2016-W-C10-ITA-19A-2016/10/ortisei $10k,Ortisei $10K,3139,2016
2016-W-C25-JPN-04A-2016/25/noto $25k,Noto $25K,3137,2016
2016-7614/C/astana ch,Astana CH,3135,2016
2016-W-C10-EGY-43A-2016/10/sharm el sheikh $10k,Sharm El Sheikh $10K,3133,2016
2016-W-C25-GER-01A-2016/25/altenkirchen $25k,Altenkirchen $25K,3128,2016
2016-W-C10-MEX-06A-2016/10/leon $10k,Leon $10K,3128,2016
2016-W-C25-BLR-02A-2016/25/minsk $25k,Minsk $25K,3127,2016
2016-W-C10-ROU-06A-2016/10/targu jiu $10k,Targu Jiu $10K,3124,2016
2016-0786/C/poznan ch,Poznan CH,3123,2016
2016-W-C25-HKG-01A-2016/25/hong kong $25k,Hong Kong $25K,3122,2016
2016-0083/C/eckental ch,Eckental CH,3121,2016
2016-W-C10-CZE-01A-2016/10/prerov $10k,Prerov $10K,3116,2016
2016-W-C50-CHN-08A-2016/50/suzhou $50k,Suzhou $50K,3104,2016
2016-W-C10-EGY-06A-2016/10/sharm el sheikh $10k,Sharm El Sheikh $10K,3103,2016
2016-W-C10-USA-03A-2016/10/bethany beach de $10k,Bethany Beach DE $10K,3102,2016
2016-0328/A/basel,Basel,3099,2016
2016-9001/C/perugia ch,Perugia CH,3098,2016
2016-W-C10-USA-02B-2016/10/buffalo ny $10k,Buffalo NY $10K,3093,2016
2016-W-C50-FRA-03A-2016/50/saint gaudens $50k,Saint Gaudens $50K,3092,2016
2016-3626/C/alphen aan den rijn ch,Alphen aan den Rijn CH,3090,2016
2016-W-C10-ITA-10A-2016/10/tarvisio $10k,Tarvisio $10K,3085,2016
2016-W-C10-BRA-02A-2016/10/sao jose dos campos $10k,Sao Jose Dos Campos $10K,3081,2016
2016-W-C10-JPN-04A-2016/10/kyoto $10k,Kyoto $10K,3080,2016
2016-W-C10-AUT-02A-2016/10/vienna $10k,Vienna $10K,3078,2016
2016-1079/I/bucharest,Bucharest,3076,2016
2016-0603/C/fergana ch,Fergana CH,3074,2016
2016-W-C10-TUN-15A-2016/10/hammamet $10k,Hammamet $10K,3071,2016
2016-4042/C/toyota ch,Toyota CH,3070,2016
2016-W-C10-EGY-16A-2016/10/sharm el sheikh $10k,Sharm El Sheikh $10K,3070,2016
2016-7333/C/ho chi minh ch,Ho Chi Minh CH,3062,2016
2016-W-C10-BEL-06A-2016/10/wanfercee baulet $10k,Wanfercee Baulet $10K,3060,2016
2016-W-C25-THA-03A-2016/25/hua hin $25k,Hua Hin $25K,3057,2016
2016-W-C10-EGY-32A-2016/10/sharm el sheikh $10k,Sharm El Sheikh $10K,3057,2016
2016-7083/C/istanbul ch,Istanbul CH,3057,2016
2016-W-C10-BEL-05A-2016/10/rebecq $10k,Rebecq $10K,3056,2016
2016-6120/A/nice,Nice,3056,2016
2016-W-C10-GRE-04A-2016/10/heraklion $10k,Heraklion $10K,3054,2016
2016-W-C10-BRA-05A-2016/10/bauru $10k,Bauru $10K,3053,2016
2016-W-C25-AUS-09A-2016/25/toowoomba $25k,Toowoomba $25K,3047,2016
2016-W-C10-ROU-02A-2016/10/galati $10k,Galati $10K,3046,2016
2016-1088/I/san antonio,San Antonio,3044,2016
2016-W-C10-TUR-05A-2016/10/antalya $10k,Antalya $10K,3036,2016
2016-W-C10-BEL-03A-2016/10/knokke $10k,Knokke $10K,3035,2016
2016-W-C10-ESP-08A-2016/10/getxo $10k,Getxo $10K,3034,2016
2016-W-C10-TUR-04A-2016/10/antalya $10k,Antalya $10K,3034,2016
2016-W-C10-EGY-31A-2016/10/sharm el sheikh $10k,Sharm El Sheikh $10K,3033,2016
2016-W-C10-GRE-13A-2016/10/heraklion $10k,Heraklion $10K,3033,2016
2016-W-C10-TUR-45A-2016/10/antalya $10k,Antalya $10K,3031,2016
2016-W-C25-USA-11A-2016/25/baton rouge la $25k,Baton Rouge LA $25K,3028,2016
2016-1083/C/dalian,Dalian,3026,2016
2016-W-C10-KAZ-01A-2016/10/astana $10k,Astana $10K,3026,2016
2016-W-C10-SRB-02A-2016/10/prokuplje $10k,Prokuplje $10K,3025,2016
2016-W-C10-TUN-33A-2016/10/hammamet $10k,Hammamet $10K,3023,2016
2016-7095/C/kenitra ch,Kenitra CH,3019,2016
2016-W-C10-MAR-01A-2016/10/casablanca $10k,Casablanca $10K,3018,2016
2016-W-C25-CHN-03A-2016/25/qujing $25k,Qujing $25K,3007,2016
2016-W-C25-AUS-01A-2016/25/perth $25k,Perth $25K,3003,2016
2016-W-C10-TUR-27A-2016/10/buca izmir $10k,Buca Izmir $10K,3003,2016
2016-M053/C/lahaina ch,Lahaina CH,3002,2016
2016-W-C10-TUN-28A-2016/10/hammamet $10k,Hammamet $10K,3002,2016
2016-W-C10-ESP-13A-2016/10/las palmas de gran canaria $10k,Las Palmas de Gran Canaria $10K,3001,2016
2016-W-C10-ROU-07A-2016/10/targu jiu $10k,Targu Jiu $10K,3000,2016
2016-W-C50-USA-06A-2016/50/sacramento ca $50k,Sacramento CA $50K,2996,2016
2016-W-C25-ITA-03A-2016/25/grado $25k,Grado $25K,2996,2016
2016-0637/C/champaign ch,Champaign CH,2996,2016
2016-W-C10-ISR-09A-2016/10/tel aviv ramat gan $10k,Tel Aviv Ramat Gan $10K,2995,2016
2016-W-C10-CAN-01A-2016/10/victoria bc $10k,Victoria BC $10K,2988,2016
2016-W-C10-USA-01A-2016/10/weston fl $10k,Weston FL $10K,2985,2016
2016-W-C10-ITA-20A-2016/10/solarino $10k,Solarino $10K,2980,2016
2016-W-C10-FRA-07A-2016/10/le havre $10k,Le Havre $10K,2979,2016
2016-W-C10-KAZ-05A-2016/10/shymkent $10k,Shymkent $10K,2976,2016
2016-W-C10-BEL-07A-2016/10/engis $10k,Engis $10K,2969,2016
2016-W-C10-EGY-23A-2016/10/sharm el sheikh $10k,Sharm El Sheikh $10K,2964,2016
2016-W-C25-KOR-01A-2016/25/changwon $25k,Changwon $25K,2962,2016
2016-W-C50-GBR-01A-2016/50/eastbourne $50k,Eastbourne $50K,2957,2016
2016-W-C25-USA-10A-2016/25/pelham al $25k,Pelham AL $25K,2955,2016
2016-W-C10-TUN-35A-2016/10/hammamet $10k,Hammamet $10K,2953,2016
2016-W-C50-CHN-03A-2016/50/shenzhen $50k,Shenzhen $50K,2952,2016
2016-W-C25-UZB-03A-2016/25/namangan $25k,Namangan $25K,2949,2016
2016-W-C10-MAR-05A-2016/10/casablanca $10k,Casablanca $10K,2946,2016
2016-W-C10-NED-03A-2016/10/amstelveen $10k,Amstelveen $10K,2946,2016
2016-W-C10-TUR-42A-2016/10/antalya $10k,Antalya $10K,2941,2016
2016-7297/C/surbiton ch,Surbiton CH,2938,2016
2016-0301/A/auckland,Auckland,2936,2016
2016-W-C10-TUR-11A-2016/10/antalya $10k,Antalya $10K,2935,2016
2016-6961/C/new delhi ch,New Delhi CH,2935,2016
2016-W-C25-ITA-05B-2016/25/torino $25k,Torino $25K,2933,2016
2016-W-C10-ITA-22A-2016/10/solarino $10k,Solarino $10K,2931,2016
2016-0402/A/memphis,Memphis,2930,2016
2016-W-C10-POR-04A-2016/10/lisbon $10k,Lisbon $10K,2927,2016
2016-7389/C/bogota ch,Bogota CH,2926,2016
2016-W-C25-BRA-01A-2016/25/guaruja $25k,Guaruja $25K,2926,2016
2016-W-C25-CHN-02B-2016/25/yuxi $25k,Yuxi $25K,2925,2016
2016-1056/P/tokyo,Tokyo,2922,2016
2016-W-C10-TUN-13A-2016/10/hammamet $10k,Hammamet $10K,2921,2016
2016-W-C10-TUN-31A-2016/10/hammamet $10k,Hammamet $10K,2913,2016
2016-W-C10-BUL-01A-2016/10/sozopol $10k,Sozopol $10K,2913,2016
2016-W-C25-AUS-02A-2016/25/perth $25k,Perth $25K,2913,2016
2016-W-C10-JPN-02A-2016/10/nishi tama $10k,Nishi Tama $10K,2912,2016
2016-7290/A/estoril,Estoril,2912,2016
2016-W-C25-SWE-01A-2016/25/ystad $25k,Ystad $25K,2911,2016
2016-W-C10-SRB-04A-2016/10/palic $10k,Palic $10K,2908,2016
2016-W-C10-TUN-08A-2016/10/hammamet $10k,Hammamet $10K,2905,2016
2016-W-C10-KOR-03A-2016/10/gimcheon $10k,Gimcheon $10K,2903,2016
2016-0439/A/umag,Umag,2903,2016
2016-7201/C/santo domingo ch,Santo Domingo CH,2902,2016
2016-1064/I/florianopolis,Florianopolis,2900,2016
2016-W-C10-BRA-04A-2016/10/lins $10k,Lins $10K,2895,2016
2016-W-C10-AUT-04A-2016/10/poertschach $10k,Poertschach $10K,2894,2016
2016-7288/C/seoul ch,Seoul CH,2891,2016
2016-0407/A/rotterdam,Rotterdam,2882,2016
2016-W-C10-GRE-03A-2016/10/heraklion $10k,Heraklion $10K,2879,2016
2016-W-C10-ITA-03A-2016/10/santa margherita di pula $10k,Santa Margherita Di Pula $10K,2878,2016
2016-W-C10-EGY-10A-2016/10/sharm el sheikh $10k,Sharm El Sheikh $10K,2877,2016
2016-W-C50-CAN-02A-2016/50/granby $50k,Granby $50K,2875,2016
2016-W-C10-ISR-05A-2016/10/ashkelon $10k,Ashkelon $10K,2872,2016
2016-W-C50-CAN-01A-2016/50/toronto $50k,Toronto $50K,2855,2016
2016-5057/C/rome ch,Rome CH,2855,2016
2016-W-C10-EGY-21A-2016/10/sharm el sheikh $10k,Sharm El Sheikh $10K,2853,2016
2016-7247/C/turino ch,Turino CH,2851,2016
2016-W-C10-RSA-03A-2016/10/stellenbosch $10k,Stellenbosch $10K,2849,2016
2016-W-C50-GER-06A-2016/50/versmold $50k,Versmold $50K,2848,2016
2016-W-C10-TUR-07A-2016/10/antalya $10k,Antalya $10K,2843,2016
2016-W-C25-BRA-03A-2016/25/sao paulo $25k,Sao Paulo $25K,2843,2016
2016-6795/C/liberec ch,Liberec CH,2840,2016
2016-W-C10-SWE-04A-2016/10/stockholm $10k,Stockholm $10K,2835,2016
2016-1051/P/stuttgart,Stuttgart,2830,2016
2016-W-C10-SLO-02A-2016/10/maribor $10k,Maribor $10K,2829,2016
2016-W-C50-USA-09A-2016/50/las vegas nv $50k,Las Vegas NV $50K,2827,2016
2016-0329/A/tokyo,Tokyo,2826,2016
2016-W-C10-ITA-07A-2016/10/sassuolo $10k,Sassuolo $10K,2824,2016
2016-W-C10-ITA-13A-2016/10/trieste $10k,Trieste $10K,2823,2016
2016-W-C10-EGY-03A-2016/10/cairo $10k,Cairo $10K,2819,2016
2016-7093/C/meknes ch,Meknes CH,2814,2016
2016-0341/A/metz,Metz,2812,2016
2016-W-C50-CHN-06A-2016/50/wuhan $50k,Wuhan $50K,2810,2016
2016-W-C10-NED-06A-2016/10/schoonhoven $10k,Schoonhoven $10K,2810,2016
2016-2120/C/cordenons ch,Cordenons CH,2807,2016
2016-W-C100-FRA-05A-2016/100/poitiers $100k,Poitiers $100K,2806,2016
2016-1077/I/nanchang,Nanchang,2802,2016
2016-0405/I/japan open tokyo,Japan Open Tokyo,2801,2016
2016-W-C25-FRA-05A-2016/25/equeurdreville $25k,Equeurdreville $25K,2787,2016
2016-W-C25-SUI-02A-2016/25/lenzerheide $25k,Lenzerheide $25K,2783,2016
2016-W-C10-TUR-06A-2016/10/antalya $10k,Antalya $10K,2781,2016
2016-W-C10-TUR-39B-2016/10/antalya $10k,Antalya $10K,2780,2016
2016-W-C10-GRE-14A-2016/10/heraklion $10k,Heraklion $10K,2778,2016
2016-W-C10-TUN-14A-2016/10/hammamet $10k,Hammamet $10K,2775,2016
2016-7490/C/gwangju ch,Gwangju CH,2772,2016
2016-W-C25-BLR-01A-2016/25/minsk $25k,Minsk $25K,2767,2016
2016-W-C10-UKR-01A-2016/10/kharkiv $10k,Kharkiv $10K,2767,2016
2016-W-C25-GER-05A-2016/25/aschaffenburg $25k,Aschaffenburg $25K,2766,2016
2016-W-C10-TUR-46A-2016/10/antalya $10k,Antalya $10K,2758,2016
2016-W-C25-USA-18A-2016/25/lubbock tx $25k,Lubbock TX $25K,2755,2016
2016-1768/C/tiburon ch,Tiburon CH,2755,2016
2016-W-C10-EGY-37A-2016/10/sharm el sheikh $10k,Sharm El Sheikh $10K,2752,2016
2016-W-C10-EGY-08A-2016/10/sharm el sheikh $10k,Sharm El Sheikh $10K,2749,2016
2016-W-C10-ITA-12A-2016/10/sezze $10k,Sezze $10K,2749,2016
2016-W-C25-UZB-02A-2016/25/andijan $25k,Andijan $25K,2746,2016
2016-6963/C/morelos ch,Morelos CH,2744,2016
2016-0316/A/bastad,Bastad,2740,2016
2016-7485/A/antwerp,Antwerp,2738,2016
2016-W-WITF-AUS-13A-2016/50/canberra $50k,Canberra $50K,2737,2016
2016-0496/A/marseille,Marseille,2735,2016
2016-W-C10-TUR-44A-2016/10/antalya $10k,Antalya $10K,2734,2016
2016-M020/P/brisbane,Brisbane,2731,2016
2016-M020/A/brisbane,Brisbane,2731,2016
2016-7182/C/happy valley ch,Happy Valley CH,2730,2016
2016-6307/C/campinas ch,Campinas CH,2728,2016
2016-7205/C/wroclaw ch,Wroclaw CH,2727,2016
2016-0568/A/st. petersburg,St. Petersburg,2719,2016
2016-7073/C/cortina ch,Cortina CH,2719,2016
2016-0656/I/quebec city,Quebec City,2717,2016
2016-W-C25-POL-02A-2016/25/zawada near opole $25k,Zawada Near Opole $25K,2710,2016
2016-W-C10-GER-01A-2016/10/stuttgart stammheim $10k,Stuttgart Stammheim $10K,2707,2016
2016-4012/C/tashkent ch,Tashkent CH,2703,2016
2016-W-C10-TUN-10A-2016/10/hammamet $10k,Hammamet $10K,2702,2016
2016-W-C50-CZE-01A-2016/50/olomouc $50k,Olomouc $50K,2701,2016
2016-W-C10-EGY-38A-2016/10/sharm el sheikh $10k,Sharm El Sheikh $10K,2694,2016
2016-W-C50-USA-08A-2016/50/atlanta ga $50k,Atlanta GA $50K,2687,2016
2016-W-WITF-TUR-20A-2016/10/antalya $10k,Antalya $10K,2686,2016
2016-W-C50-CHN-09A-2016/50/liuzhou $50k,Liuzhou $50K,2684,2016
2016-W-C10-ITA-18A-2016/10/cordenons $10k,Cordenons $10K,2682,2016
2016-7536/C/lyon ch,Lyon CH,2680,2016
2016-0414/A/hamburg,Hamburg,2679,2016
2016-W-C50-USA-03A-2016/50/dothan al $50k,Dothan AL $50K,2677,2016
2016-W-C10-ESP-07A-2016/10/madrid $10k,Madrid $10K,2676,2016
2016-W-C10-EGY-11A-2016/10/sharm el sheikh $10k,Sharm El Sheikh $10K,2675,2016
2016-W-C10-ITA-06B-2016/10/santa margherita di pula $10k,Santa Margherita Di Pula $10K,2671,2016
2016-W-C10-MAR-03A-2016/10/rabat $10k,Rabat $10K,2670,2016
2016-W-C10-CHN-05A-2016/10/anning $10k,Anning $10K,2665,2016
2016-W-C10-CHN-04A-2016/10/anning $10k,Anning $10K,2665,2016
2016-W-C100-USA-01A-2016/100/midland mi $100k,Midland MI $100K,2664,2016
2016-W-C25-NGR-02A-2016/25/lagos $25k,Lagos $25K,2660,2016
2016-7498/C/bangkok ch,Bangkok CH,2659,2016
2016-W-C10-ITA-08A-2016/10/schio $10k,Schio $10K,2659,2016
2016-W-C10-TUN-03A-2016/10/hammamet $10k,Hammamet $10K,2658,2016
2016-W-C25-SWE-02A-2016/25/helsingborg $25k,Helsingborg $25K,2652,2016
2016-0877/C/granby ch,Granby CH,2650,2016
2016-W-C25-JPN-05A-2016/25/makinohara $25k,Makinohara $25K,2645,2016
2016-W-C10-ITA-07B-2016/10/santa margherita di pula $10k,Santa Margherita Di Pula $10K,2643,2016
2016-7347/C/santiago ch,Santiago CH,2642,2016
2016-0448/C/szczecin ch,Szczecin CH,2642,2016
2016-7341/C/brest ch,Brest CH,2639,2016
2016-W-C10-TUN-05A-2016/10/hammamet $10k,Hammamet $10K,2638,2016
2016-W-C10-ITA-05A-2016/10/santa margherita di pula $10k,Santa Margherita Di Pula $10K,2638,2016
2016-W-C10-THA-01A-2016/10/hua hin $10k,Hua Hin $10K,2636,2016
2016-W-C10-USA-04A-2016/10/evansville in $10k,Evansville IN $10K,2631,2016
2016-W-C10-AZE-02A-2016/10/baku $10k,Baku $10K,2624,2016
2016-1094/I/gstaad,Gstaad,2621,2016
2016-7563/C/curitiba ch,Curitiba CH,2619,2016
2016-6486/C/irving ch,Irving CH,2618,2016
2016-7438/C/bangkok ch,Bangkok CH,2616,2016
2016-W-C10-TUN-26A-2016/10/hammamet $10k,Hammamet $10K,2615,2016
2016-W-C10-CHN-02A-2016/10/nanjing $10k,Nanjing $10K,2610,2016
2016-W-C10-POR-05A-2016/10/ponta delgada azores $10k,Ponta Delgada Azores $10K,2610,2016
2016-W-C50-JPN-02A-2016/50/kurume $50k,Kurume $50K,2608,2016
2016-W-C10-EGY-36A-2016/10/sharm el sheikh $10k,Sharm El Sheikh $10K,2603,2016
2016-7343/C/nongbo ch,Nongbo CH,2597,2016
2016-W-C10-ROU-01A-2016/10/galati $10k,Galati $10K,2595,2016
2016-W-C50-USA-05A-2016/50/stockton ca $50k,Stockton CA $50K,2593,2016
2016-W-C10-TUR-10A-2016/10/antalya $10k,Antalya $10K,2593,2016
2016-3627/C/todi ch,Todi CH,2591,2016
2016-W-C10-EGY-27A-2016/10/sharm el sheikh $10k,Sharm El Sheikh $10K,2591,2016
2016-W-C10-TUR-43A-2016/10/antalya $10k,Antalya $10K,2589,2016
2016-2151/C/rome ch,Rome CH,2586,2016
2016-W-C25-THA-01A-2016/25/nonthaburi $25k,Nonthaburi $25K,2582,2016
2016-W-C50-USA-01A-2016/50/maui hi $50k,Maui HI $50K,2578,2016
2016-M014/P/moscow,Moscow,2574,2016
2016-M014/A/moscow,Moscow,2574,2016
2016-W-C10-AUT-05A-2016/10/st poelten $10k,St Poelten $10K,2573,2016
2016-3406/C/santiago ch,Santiago CH,2568,2016
2016-W-C10-TUN-25A-2016/10/hammamet $10k,Hammamet $10K,2559,2016
2016-9005/C/ilkley ch,Ilkley CH,2558,2016
2016-W-C10-ROU-04A-2016/10/focsani $10k,Focsani $10K,2548,2016
2016-W-C10-ESP-01A-2016/10/palmanova $10k,Palmanova $10K,2547,2016
2016-0692/C/tallahassee ch,Tallahassee CH,2542,2016
2016-W-C25-JPN-07A-2016/25/iizuka $25k,Iizuka $25K,2541,2016
2016-W-C100-FRA-03A-2016/100/contrexeville $100k,Contrexeville $100K,2537,2016
2016-W-C50-HUN-02A-2016/50/budapest $50k,Budapest $50K,2533,2016
2016-9003/C/poprad ch,Poprad CH,2532,2016
2016-W-C50-JPN-01A-2016/50/fukuoka $50k,Fukuoka $50K,2523,2016
2016-W-C10-TPE-02A-2016/10/kaohsiung $10k,Kaohsiung $10K,2519,2016
2016-W-C100-UAE-01A-2016/100/dubai $100k,Dubai $100K,2515,2016
2016-3824/C/bordeaux ch,Bordeaux CH,2511,2016
2016-W-C10-ISR-02A-2016/10/tel aviv ramat gan $10k,Tel Aviv Ramat Gan $10K,2510,2016
2016-W-C25-GER-04A-2016/25/stuttgart vaihingen $25k,Stuttgart Vaihingen $25K,2509,2016
2016-W-C10-TUR-17A-2016/10/manisa $10k,Manisa $10K,2507,2016
2016-W-C10-HUN-01A-2016/10/gyor $10k,Gyor $10K,2507,2016
2016-W-C10-EGY-17A-2016/10/sharm el sheikh $10k,Sharm El Sheikh $10K,2506,2016
2016-W-C10-EGY-01A-2016/10/cairo $10k,Cairo $10K,2501,2016
2016-W-C10-ISR-06A-2016/10/tiberias $10k,Tiberias $10K,2501,2016
